PERMNO,date,VOL,RET,vwretd,ewretd,sprtrn
18542,20080904,13685500,-0.055958,-0.028926,-0.021585,-0.029922
18542,20080905,9265100,0.002033,0.003849,-0.000287,0.004431
18542,20080908,7218100,0.00796,0.014857,0.007695,0.02051
18542,20080909,10056300,-0.049551,-0.034931,-0.028931,-0.034138
18542,20080910,7916800,0.02346,0.008548,0.003563,0.006149
18542,20080911,8993200,0.031678,0.010959,-0.002843,0.013806
18542,20080912,6967800,0.010029,0.005352,0.004946,0.002122
18542,20080915,7794900,-0.034372,-0.045665,-0.039339,-0.047136
18542,20080916,10035100,0.024047,0.01519,0.003425,0.017515
18542,20080917,9293900,-0.024409,-0.045473,-0.040852,-0.047133
18542,20080918,12983700,0.034363,0.044136,0.041546,0.043342
18542,20080919,15758600,0.017912,0.046048,0.04956,0.040257
18542,20080922,5921100,-0.028425,-0.036785,-0.026831,-0.038237
18542,20080923,6574200,-0.016409,-0.015606,-0.012835,-0.015633
18542,20080924,6658000,-0.028329,-0.003268,-0.009146,-0.001978
18542,20080925,7755500,0.003563,0.016569,0.008866,0.019656
18542,20080926,8264400,0.035023,-0.001992,-0.008251,0.003167
18542,20080929,12504500,-0.066116,-0.082545,-0.061273,-0.087897
18542,20080930,10166100,-0.004842,0.046621,0.027763,0.054203
18542,20081001,15614100,-0.044463,-0.005674,-0.004615,-0.004544
18542,20081002,15011800,-0.083055,-0.045656,-0.039095,-0.040291
18542,20081003,11596500,-0.019341,-0.014291,-0.016888,-0.013506
18542,20081006,17852400,-0.03925,-0.042421,-0.059322,-0.038518
18542,20081007,13518800,-0.038008,-0.057906,-0.047021,-0.057395
18542,20081008,15858800,0.006761,-0.011616,-0.026835,-0.011333
18542,20081009,11223200,-0.059811,-0.072729,-0.063671,-0.076167
18542,20081010,19740200,-0.037277,-0.012086,-0.006462,-0.011759
18542,20081013,10574000,0.147229,0.114887,0.107422,0.1158
18542,20081014,12061100,-0.040218,-0.009043,-0.001674,-0.005322
18542,20081015,12909600,-0.11434,-0.089771,-0.070781,-0.09035
18542,20081016,16082900,0.017356,0.039641,0.029535,0.042507
18542,20081017,18280600,-0.071985,-0.002492,0.00163,-0.006213
18542,20081020,13389400,0.040183,0.046528,0.035555,0.047685
18542,20081021,14322200,-0.050611,-0.031485,-0.020675,-0.0308
18542,20081022,13842500,-0.05949,-0.05911,-0.048848,-0.061013
18542,20081023,17649900,-0.031763,0.000888,-0.020278,0.012634
18542,20081024,13391800,-0.058258,-0.033432,-0.031303,-0.034511
18542,20081027,12801300,-0.015616,-0.036953,-0.035385,-0.031764
18542,20081028,12814500,0.066199,0.095277,0.050386,0.10789
18542,20081029,16073100,0.034049,0.00144,0.021629,-0.011079
18542,20081030,8690800,0.034034,0.031981,0.035643,0.025804
18542,20081031,9869100,0.02221,0.018103,0.033921,0.015365
18542,20081103,7619000,0.021204,-0.000639,0.008679,-0.002529
18542,20081104,11520600,0.083056,0.038998,0.026558,0.040826
18542,20081105,14048900,-0.043787,-0.050706,-0.037383,-0.052677
18542,20081106,13291300,-0.069307,-0.049088,-0.038082,-0.050264
18542,20081107,9256800,0.022606,0.026406,0.014462,0.028855
18542,20081110,13921200,-0.027048,-0.013298,-0.01919,-0.012653
18542,20081111,12705900,-0.014435,-0.024388,-0.028206,-0.022041
18542,20081112,10752500,-0.048549,-0.053602,-0.053999,-0.051894
18542,20081113,17361700,0.123432,0.067983,0.04847,0.069213
18542,20081114,11991200,-0.062167,-0.043637,-0.039602,-0.041699
18542,20081117,9384000,-0.034091,-0.023976,-0.022056,-0.02581
18542,20081118,12278600,0.013725,0.005705,-0.010726,0.009838
18542,20081119,10596800,-0.064106,-0.063935,-0.064334,-0.061156
18542,20081120,19826100,-0.03041,-0.070097,-0.06704,-0.067123
18542,20081121,16836200,0.055725,0.061101,0.033462,0.063248
18542,20081124,16870600,0.048169,0.066109,0.063643,0.064723
18542,20081125,12931500,0.025592,0.00969,0.015473,0.006551
18542,20081126,11111200,0.055272,0.038377,0.052113,0.035328
18542,20081128,5429900,0.042207,0.010104,0.020016,0.009643
18542,20081201,13154100,-0.107587,-0.089365,-0.07824,-0.089295
18542,20081202,10440300,0.038819,0.037684,0.035206,0.039941
18542,20081203,14289400,0.043421,0.02401,0.014731,0.025836
18542,20081204,11379200,-0.05372,-0.030128,-0.02185,-0.029308
18542,20081205,14261100,0.019723,0.036124,0.026043,0.036499
18542,20081208,25502200,0.10873,0.040404,0.037923,0.038387
18542,20081209,15382500,-0.000943,-0.022345,-0.014899,-0.023118
18542,20081210,15431500,0.030439,0.015133,0.022018,0.011894
18542,20081211,12134100,-0.033661,-0.029871,-0.026441,-0.028524
18542,20081212,10398600,-0.002844,0.010485,0.017837,0.007028
18542,20081215,8065300,0.003089,-0.013854,-0.019337,-0.012686
18542,20081216,11652300,0.037669,0.052837,0.046643,0.05136
18542,20081217,9837000,0.019406,-0.004833,0.010979,-0.009593
18542,20081218,12695100,-0.055767,-0.020511,-0.011857,-0.021163
18542,20081219,13272200,0.012571,0.003897,0.003826,0.002937
18542,20081222,9148800,-0.021316,-0.019132,-0.012689,-0.018302
18542,20081223,6463300,-0.015558,-0.00759,-0.007736,-0.009717
18542,20081224,2115500,0.018964,0.004512,0.005042,0.005781
18542,20081226,2860100,0.019327,0.007193,0.011107,0.005356
18542,20081229,4974300,-0.008895,-0.00436,-0.015163,-0.003873
18542,20081230,5060600,0.031176,0.024765,0.021418,0.024407
18542,20081231,6277400,0.023133,0.017405,0.034456,0.014158
18542,20090102,7130400,0.050146,0.030501,0.038274,0.031608
18542,20090105,11099600,-0.017693,-0.000579,0.016764,-0.004668
18542,20090106,10867200,-0.006076,0.011298,0.033647,0.007817
18542,20090107,9035800,-0.046507,-0.030489,-0.022271,-0.03001
18542,20090108,9384200,0.008015,0.006284,0.011896,0.003397
18542,20090109,8872600,-0.018628,-0.022409,-0.018748,-0.021303
18542,20090112,9583800,-0.046528,-0.025559,-0.026589,-0.022564
18542,20090113,9281900,0.005098,0.003514,0.003554,0.001758
18542,20090114,17277700,-0.049517,-0.035197,-0.035065,-0.03346
18542,20090115,15449200,0.01169,0.004632,0.00563,0.001329
18542,20090116,12890100,0.004062,0.00844,0.008792,0.007562
18542,20090120,11890500,-0.0311,-0.055272,-0.051506,-0.052816
18542,20090121,10292600,0.032098,0.043227,0.036151,0.043491
18542,20090122,19277900,-0.05866,-0.018218,-0.02196,-0.015162
18542,20090123,22677300,-0.04217,0.006842,0.003373,0.005378
18542,20090126,47444400,-0.083847,0.006132,0.010067,0.005553
18542,20090127,20378200,-0.010713,0.011296,0.010037,0.010926
18542,20090128,13487200,0.02104,0.03378,0.030523,0.033558
18542,20090129,14592700,-0.034848,-0.032822,-0.02889,-0.03312
18542,20090130,20959800,-0.031397,-0.020768,-0.012829,-0.022789
18542,20090202,16967300,-0.018152,-0.001067,0.001559,-0.000533
18542,20090203,18883600,-0.009904,0.014356,0.008983,0.015834
18542,20090204,17419300,0.02034,-0.004439,-0.004053,-0.007489
18542,20090205,17794200,0.033007,0.015526,0.011978,0.016366
18542,20090206,17010000,0.052831,0.027933,0.026723,0.026896
18542,20090209,9067700,-0.016827,0.001233,0.000768,0.001485
18542,20090210,17208700,-0.055012,-0.045996,-0.035051,-0.049121
18542,20090211,10550600,0.006792,0.007304,0.004636,0.007955
18542,20090212,13666500,-0.003534,0.002613,-0.000766,0.001739
18542,20090213,10188700,-0.002579,-0.008815,-0.002111,-0.009998
18542,20090217,22207000,-0.063348,-0.045266,-0.041883,-0.045559
18542,20090218,17864500,-0.018634,-0.003762,-0.011621,-0.00095
18542,20090219,17839500,-0.04993,-0.011169,-0.015135,-0.012024
18542,20090220,19735600,-0.013323,-0.011763,-0.02002,-0.011413
18542,20090223,16296200,-0.057764,-0.036124,-0.030842,-0.034699
18542,20090224,22358900,0.036624,0.040182,0.03775,0.040103
18542,20090225,17737500,-0.038786,-0.010665,-0.015518,-0.010658
18542,20090226,14301400,-0.031962,-0.012146,-0.007036,-0.01578
18542,20090227,16875900,0.015683,-0.01905,-0.010451,-0.023564
18542,20090302,21017500,-0.099147,-0.049809,-0.055698,-0.04662
18542,20090303,22406600,0.013532,-0.006326,-0.013924,-0.006407
18542,20090304,37257600,0.132176,0.025902,0.02968,0.023753
18542,20090305,21400700,-0.076651,-0.041835,-0.049091,-0.042532
18542,20090306,19999700,-0.011069,0.001617,-0.002234,0.001216
18542,20090309,19512600,0.029703,-0.01136,-0.016324,-0.010024
18542,20090310,22468700,0.108278,0.06338,0.06263,0.063663
18542,20090311,15782000,-0.007544,0.004059,0.005505,0.002446
18542,20090312,13787300,0.026986,0.041914,0.05127,0.040729
18542,20090313,10861400,-0.008882,0.006025,0.009588,0.007739
18542,20090316,13217100,-0.013443,-0.00479,0.001275,-0.003516
18542,20090317,14260500,0.015519,0.031009,0.030369,0.03214
18542,20090318,17979600,0.023854,0.022361,0.034165,0.020858
18542,20090319,17543500,0.034219,-0.007989,0.00767,-0.012979
18542,20090320,16536100,-0.047166,-0.020299,-0.014139,-0.019769
18542,20090323,14464900,0.09457,0.069052,0.064792,0.070758
18542,20090324,13693900,-0.007762,-0.019962,-0.016054,-0.020415
18542,20090325,20702000,-0.016667,0.009016,0.017815,0.009626
18542,20090326,16161600,0.064684,0.025259,0.035827,0.02332
18542,20090327,11277600,-0.01397,-0.021631,-0.021526,-0.020316
18542,20090330,15828500,-0.092916,-0.036229,-0.031869,-0.034819
18542,20090331,13405800,0.015619,0.014244,0.020144,0.01313
18542,20090401,15308400,0.036838,0.017208,0.015828,0.016557
18542,20090402,21645500,0.087961,0.031716,0.039004,0.028727
18542,20090403,13674100,0.019341,0.011631,0.012703,0.009732
18542,20090406,11067900,-0.026128,-0.009799,-0.007213,-0.008332
18542,20090407,13160400,-0.059406,-0.024644,-0.020098,-0.023855
18542,20090408,12817100,0.004075,0.013118,0.017512,0.011783
18542,20090409,18173100,0.099763,0.039484,0.04586,0.038053
18542,20090413,12459000,0.01968,0.003951,0.007468,0.002533
18542,20090414,11035700,-0.013872,-0.019503,-0.012727,-0.020065
18542,20090415,11225800,0.009786,0.012434,0.013648,0.012549
18542,20090416,16228100,0.003331,0.016087,0.020373,0.015539
18542,20090417,14725700,-0.01284,0.006018,0.013755,0.004969
18542,20090420,14373700,-0.056055,-0.04475,-0.042003,-0.04279
18542,20090421,29529800,0.029856,0.022725,0.02902,0.021252
18542,20090422,29668100,0.033769,-0.005672,0.005406,-0.007682
18542,20090423,16290800,0,0.009217,0.001729,0.009922
18542,20090424,15806200,0.036364,0.018993,0.021507,0.016797
18542,20090427,9648600,-0.007137,-0.011384,-0.01169,-0.010067
18542,20090428,8481300,-0.018269,-0.002822,0.005018,-0.00274
18542,20090429,11983400,0.027761,0.024493,0.028567,0.02161
18542,20090430,20109200,0.0561,-0.000435,0.004244,-0.00095
18542,20090501,14114800,0.047217,0.00598,0.008472,0.005396
18542,20090504,14400700,0.032743,0.035865,0.037638,0.033868
18542,20090505,13610100,0.024168,-0.003456,0.002787,-0.003792
18542,20090506,14763100,0.014971,0.01603,0.015218,0.017404
18542,20090507,16974000,-0.052,-0.015463,-0.011281,-0.013202
18542,20090508,15556500,0.045359,0.027318,0.033986,0.024069
18542,20090511,9487200,-0.030525,-0.020736,-0.006809,-0.021512
18542,20090512,11919700,-0.009628,-0.002659,-0.005772,-0.000979
18542,20090513,13419800,-0.052023,-0.031142,-0.036948,-0.026895
18542,20090514,12056600,-0.000277,0.012409,0.013597,0.010352
18542,20090515,14012200,-0.009149,-0.010643,-0.008198,-0.01141
18542,20090518,11019200,0.057079,0.033016,0.034462,0.030389
18542,20090519,10544400,-0.002912,0.000507,0.004847,-0.001737
18542,20090520,13806100,-0.009822,-0.001787,0.000386,-0.005131
18542,20090521,14110300,-0.047185,-0.016573,-0.013909,-0.016758
18542,20090522,14294200,-0.034609,-0.000097,0.000888,-0.001497
18542,20090526,13797200,0.020111,0.028116,0.027228,0.026302
18542,20090527,13519200,0.001429,-0.017272,-0.010079,-0.018971
18542,20090528,15120800,-0.013124,0.01506,0.008296,0.015419
18542,20090529,11077400,0.025152,0.014743,0.014973,0.013575
18542,20090601,14336900,0.05894,0.027024,0.029234,0.025818
18542,20090602,7734900,-0.002663,0.003102,0.006477,0.001983
18542,20090603,9236400,-0.021095,-0.017261,-0.010874,-0.013739
18542,20090604,11318200,0.037098,0.013639,0.019881,0.011484
18542,20090605,15819800,0.011836,-0.003115,0.001207,-0.002515
18542,20090608,13726400,0.002599,-0.002646,-0.003553,-0.001011
18542,20090609,10480200,-0.008556,0.005493,0.008719,0.003503
18542,20090610,14927700,-0.016213,-0.002837,-0.002291,-0.00348
18542,20090611,10273800,-0.000266,0.007218,0.01081,0.006112
18542,20090612,8567700,0.003191,-0.001359,-0.002603,0.001397
18542,20090615,10458000,-0.042672,-0.025417,-0.023409,-0.023769
18542,20090616,12501700,-0.015504,-0.013118,-0.011482,-0.01272
18542,20090617,15381900,-0.021372,-0.003016,-0.001874,-0.001382
18542,20090618,16247900,-0.02069,0.006611,0.003136,0.008411
18542,20090619,14487200,-0.012617,0.004106,0.006317,0.003114
18542,20090622,14198500,-0.038336,-0.03315,-0.033322,-0.0306
18542,20090623,10935900,0.019777,0.002263,-0.00268,0.002307
18542,20090624,10349200,0.012121,0.00894,0.008663,0.006524
18542,20090625,11641600,0.032635,0.021621,0.021953,0.021444
18542,20090626,12586700,0.00203,0.00087,0.009696,-0.001478
18542,20090629,6831500,0.005208,0.007693,0.00262,0.009065
18542,20090630,16880100,-0.048935,-0.007753,-0.001692,-0.008531
18542,20090701,11586700,0.00454,0.006079,0.011727,0.004362
18542,20090702,13564100,-0.043688,-0.028146,-0.02453,-0.029145
18542,20090706,10887100,-0.00126,-0.001709,-0.008867,0.002566
18542,20090707,14616000,-0.044479,-0.019556,-0.015998,-0.019684
18542,20090708,15867700,0.009574,-0.003653,-0.01097,-0.001669
18542,20090709,10184900,0.002289,0.004872,0.005021,0.003547
18542,20090710,10456600,-0.003915,-0.00339,-0.000116,-0.004022
18542,20090713,11100800,0.041598,0.023932,0.016221,0.024934
18542,20090714,10131900,0.004088,0.007252,0.008311,0.005316
18542,20090715,18069300,0.059818,0.031137,0.029617,0.02963
18542,20090716,10227500,0.021572,0.009456,0.008224,0.008642
18542,20090717,8814800,-0.004685,-0.0001,-0.001876,-0.000383
18542,20090720,21979400,0.078258,0.013489,0.015346,0.011432
18542,20090721,62789300,0.076671,0.002492,-0.00175,0.003627
18542,20090722,16660000,-0.020274,0.000625,0.006326,-0.000534
18542,20090723,19375200,0.067253,0.024245,0.022672,0.02329
18542,20090724,17017400,0.017935,0.004319,0.006538,0.003042
18542,20090727,14346600,0.020476,0.00343,0.007161,0.002982
18542,20090728,16698600,0.000933,-0.003762,0.001287,-0.002606
18542,20090729,12388900,-0.024942,-0.006491,-0.005145,-0.004563
18542,20090730,14924300,0.037772,0.01339,0.015049,0.011896
18542,20090731,11732000,0.014974,0.002684,0.004968,0.00074
18542,20090803,12261800,0.024058,0.017978,0.019051,0.015342
18542,20090804,25333400,0.061392,0.002504,0.006835,0.003012
18542,20090805,15598600,-0.026101,-0.002039,0.000603,-0.002914
18542,20090806,12247600,0.01072,-0.007496,-0.007208,-0.005625
18542,20090807,15354600,0.013577,0.013311,0.017849,0.013439
18542,20090810,11558100,-0.013185,-0.004375,0.002095,-0.003345
18542,20090811,13091500,-0.018452,-0.013754,-0.011713,-0.01266
18542,20090812,11465800,0.02809,0.012274,0.012435,0.011525
18542,20090813,9608400,-0.008617,0.008375,0.007157,0.00688
18542,20090814,9107400,-0.024804,-0.010003,-0.012073,-0.008531
18542,20090817,11389300,-0.044565,-0.026003,-0.025879,-0.024261
18542,20090818,8899200,0.026394,0.012012,0.015007,0.010146
18542,20090819,9051100,0.00133,0.006916,0.00659,0.006861
18542,20090820,6888700,0.007306,0.010675,0.010307,0.010949
18542,20090821,12329900,0.03956,0.018207,0.016437,0.018623
18542,20090824,9773400,0.005497,-0.000862,0.00105,-0.000546
18542,20090825,9576200,0.005677,0.002731,0.005311,0.002369
18542,20090826,7903900,-0.012126,-0.0008,0.003465,0.000117
18542,20090827,8309100,-0.003598,0.003054,0.002991,0.002782
18542,20090828,7568400,-0.007859,-0.001423,-0.001743,-0.001988
18542,20090831,10475300,-0.029972,-0.00918,-0.009,-0.008076
18542,20090901,13905700,-0.032443,-0.021946,-0.019637,-0.022124
18542,20090902,8887200,-0.007527,-0.002636,-0.000628,-0.003296
18542,20090903,8787100,0.035164,0.010692,0.010589,0.008535
18542,20090904,7403500,0.023757,0.013981,0.01322,0.013118
18542,20090908,7448300,0.018651,0.010417,0.011746,0.008845
18542,20090909,12362500,0.030658,0.007777,0.01166,0.007782
18542,20090910,8197200,0.005784,0.011151,0.012918,0.010422
18542,20090911,9760300,-0.003286,0.00008,0.002029,-0.00135
18542,20090914,6910400,0.004945,0.006382,0.008107,0.006339
18542,20090915,20594800,0.060078,0.006169,0.009201,0.003135
18542,20090916,12789000,0.017795,0.016261,0.017454,0.015324
18542,20090917,15287000,0.024135,-0.003709,-0.00003,-0.00306
18542,20090918,12398900,-0.008721,0.001857,0.002461,0.002637
18542,20090921,10109600,-0.017971,-0.004269,-0.001788,-0.003407
18542,20090922,11181100,0.035837,0.008552,0.009561,0.006575
18542,20090923,9617500,-0.022083,-0.01037,-0.004688,-0.010068
18542,20090924,11803400,-0.024276,-0.012666,-0.015964,-0.009511
18542,20090925,10788000,-0.012536,-0.006349,-0.002444,-0.006091
18542,20090928,6042000,0.019141,0.017946,0.015758,0.01781
18542,20090929,7541900,-0.011115,-0.001067,0.000061,-0.00223
18542,20090930,10652000,-0.005232,-0.00288,-0.004316,-0.003328
18542,20091001,12845500,-0.036626,-0.027083,-0.024204,-0.02576
18542,20091002,10681400,-0.012538,-0.005305,-0.006507,-0.004506
18542,20091005,8670700,0.03932,0.016008,0.015677,0.014875
18542,20091006,9779300,0.018719,0.014545,0.013401,0.013705
18542,20091007,7439200,0.003868,0.003054,0.002384,0.002712
18542,20091008,11199500,0.022929,0.009685,0.009296,0.00747
18542,20091009,8050400,0.01036,0.00524,0.006573,0.005641
18542,20091012,6688000,-0.010999,0.003887,0.000513,0.004386
18542,20091013,6516300,-0.005843,-0.001923,-0.00048,-0.002788
18542,20091014,9193400,0.033561,0.017816,0.014102,0.017546
18542,20091015,7367800,0.00477,0.002401,0.00013,0.004157
18542,20091016,8839600,-0.003652,-0.008152,-0.006059,-0.008098
18542,20091019,18786300,0.060106,0.009987,0.007874,0.009405
18542,20091020,33902600,0.030424,-0.007961,-0.009123,-0.006239
18542,20091021,17064300,-0.020299,-0.008341,-0.006952,-0.008854
18542,20091022,11385200,0.013014,0.010135,0.006973,0.010644
18542,20091023,8776000,-0.019408,-0.012721,-0.013168,-0.012179
18542,20091026,9795700,-0.009201,-0.013199,-0.01299,-0.011717
18542,20091027,10949600,-0.006659,-0.0063,-0.010169,-0.003318
18542,20091028,12089700,-0.039866,-0.023836,-0.030392,-0.019541
18542,20091029,9869000,0.05181,0.023807,0.020349,0.02252
18542,20091030,12049500,-0.038253,-0.028001,-0.023885,-0.028065
18542,20091102,9970800,0.00781,0.005083,-0.001022,0.006456
18542,20091103,7770500,0.017481,0.005747,0.009401,0.002426
18542,20091104,8644700,-0.004251,0.000868,-0.002387,0.001043
18542,20091105,6847300,0.031483,0.019374,0.020275,0.019236
18542,20091106,6161600,-0.006725,0.001553,-0.000597,0.002503
18542,20091109,12253200,0.041667,0.023287,0.01569,0.022239
18542,20091110,8874100,-0.000667,-0.000672,-0.006304,-0.000064
18542,20091111,7497600,0.001668,0.005482,0.005813,0.005032
18542,20091112,7589200,-0.024809,-0.011722,-0.014038,-0.010259
18542,20091113,6444800,0.003585,0.006826,0.00789,0.005739
18542,20091116,8334500,0.02756,0.015592,0.016714,0.014468
18542,20091117,7095900,-0.008609,0.00124,-0.001824,0.000919
18542,20091118,6626700,-0.007849,-0.000941,-0.001355,-0.000468
18542,20091119,8237100,-0.013466,-0.014008,-0.014576,-0.013426
18542,20091120,8698400,-0.011261,-0.00393,-0.001469,-0.003215
18542,20091123,9484300,0.003279,0.012969,0.010755,0.013616
18542,20091124,6629600,-0.002408,-0.001308,-0.002305,-0.000533
18542,20091125,6245300,0.017931,0.005832,0.003686,0.004504
18542,20091127,5189500,-0.026931,-0.018551,-0.016734,-0.017233
18542,20091130,9718500,0.016362,0.003947,0.002433,0.003793
18542,20091201,9824300,0.022093,0.014008,0.012539,0.012075
18542,20091202,7880000,-0.012399,0.002344,0.005848,0.000343
18542,20091203,7595700,-0.012555,-0.008821,-0.006843,-0.008402
18542,20091204,10448600,0.001718,0.005362,0.011082,0.005509
18542,20091207,6835500,-0.012693,-0.00158,0.001961,-0.002468
18542,20091208,6482900,-0.0205,-0.010582,-0.007915,-0.010252
18542,20091209,8553000,-0.003547,0.003537,0.00219,0.003672
18542,20091210,6304600,0.013528,0.005291,-0.00118,0.00584
18542,20091211,5370000,0.010011,0.003171,0.005236,0.003683
18542,20091214,4585300,0.013737,0.008465,0.009914,0.006959
18542,20091215,4950100,-0.001715,-0.004612,-0.004277,-0.005547
18542,20091216,6738700,0.000515,0.0033,0.005027,0.001128
18542,20091217,5700600,-0.012021,-0.012545,-0.010307,-0.011811
18542,20091218,7236700,-0.00591,0.006088,0.005057,0.00583
18542,20091221,5339700,0.007169,0.009733,0.009406,0.010504
18542,20091222,4279900,0.005035,0.004602,0.005825,0.003564
18542,20091223,4056300,0.007428,0.004718,0.008581,0.002299
18542,20091224,1507800,0.000172,0.005241,0.005349,0.005256
18542,20091228,3789800,0.003086,0.000984,-0.000148,0.001154
18542,20091229,2879300,-0.00564,-0.000931,0.001686,-0.001401
18542,20091230,3479900,-0.002234,-0.000668,0.000497,0.000195
18542,20091231,3860300,-0.01826,-0.008658,-0.002657,-0.01005
18542,20100104,7326700,0.027373,0.01712,0.01912,0.016043
18542,20100105,5697200,0.011956,0.003368,0.002475,0.003116
18542,20100106,4718700,0.003038,0.002052,0.00321,0.000546
18542,20100107,5432900,0.004038,0.002854,0.006887,0.004001
18542,20100108,6651500,0.011228,0.004162,0.00723,0.002882
18542,20100111,21958800,0.062811,0.001122,0.003568,0.001747
18542,20100112,13562600,-0.029471,-0.01099,-0.01017,-0.009381
18542,20100113,8399100,0.001446,0.008639,0.00889,0.008326
18542,20100114,6224300,-0.005615,0.00232,0.004431,0.002427
18542,20100115,9397600,-0.023233,-0.011321,-0.008664,-0.010823
18542,20100119,8056500,0.013473,0.012053,0.011286,0.0125
18542,20100120,6954000,-0.019202,-0.011061,-0.009048,-0.010598
18542,20100121,13877400,-0.048695,-0.017736,-0.014191,-0.018945
18542,20100122,14763000,-0.045734,-0.02099,-0.014432,-0.022141
18542,20100125,9777300,0.016406,0.003892,0.000975,0.004598
18542,20100126,15219300,0.012876,-0.004906,-0.006016,-0.004203
18542,20100127,34043300,-0.043151,0.004153,0.00188,0.00488
18542,20100128,15625600,-0.029566,-0.011294,-0.008876,-0.011818
18542,20100129,13962800,0.007327,-0.010282,-0.008187,-0.009829
18542,20100201,7159000,0.0134,0.015087,0.011349,0.014266
18542,20100202,7668000,0.011522,0.012228,0.008665,0.012973
18542,20100203,6346000,-0.002988,-0.004966,-0.003824,-0.005474
18542,20100204,11644900,-0.037273,-0.031957,-0.028128,-0.031141
18542,20100205,15989500,0.006809,0.002661,0.000458,0.002897
18542,20100208,8668800,-0.018744,-0.00823,-0.005335,-0.008863
18542,20100209,15499100,0.054155,0.013881,0.011905,0.01304
18542,20100210,8581600,-0.007099,-0.001473,0.000019,-0.002233
18542,20100211,16411700,0.056444,0.012092,0.012792,0.00968
18542,20100212,13447600,0.00089,-0.000656,0.003123,-0.002745
18542,20100216,7365400,0.01637,0.017966,0.014436,0.018001
18542,20100217,8454100,0.006653,0.00466,0.005052,0.004238
18542,20100218,6846900,0.005391,0.006187,0.00438,0.006585
18542,20100219,8009400,0.007611,0.002455,0.00196,0.002187
18542,20100222,6994800,-0.003777,-0.001113,0.001982,-0.001046
18542,20100223,10314300,-0.023608,-0.013061,-0.008435,-0.012103
18542,20100224,5810100,0.005295,0.00852,0.005359,0.00972
18542,20100225,9966100,-0.002985,-0.000715,-0.000977,-0.002081
18542,20100226,6108500,0.004578,0.001851,0.001597,0.001405
18542,20100301,8399600,0.014023,0.011972,0.012952,0.010159
18542,20100302,6584300,0.005186,0.004406,0.007842,0.00233
18542,20100303,8833800,0.007223,0.001601,0.002859,0.000429
18542,20100304,6199200,-0.002049,0.003093,0.004644,0.003736
18542,20100305,6628300,0.013345,0.014478,0.015175,0.014008
18542,20100308,4755700,-0.005403,0.000735,0.003796,-0.000176
18542,20100309,7693000,0.004583,0.001687,0.002511,0.001713
18542,20100310,6531400,-0.006759,0.005052,0.006236,0.004525
18542,20100311,6173900,0.002042,0.003972,0.00327,0.004042
18542,20100312,9689500,0.024788,0.000742,0.000601,-0.000217
18542,20100315,7907500,-0.014745,-0.000685,-0.003177,0.000452
18542,20100316,7282200,-0.000336,0.008738,0.007168,0.007779
18542,20100317,7925600,0.012952,0.005597,0.00472,0.005822
18542,20100318,7207000,-0.007473,-0.002025,-0.002675,-0.000326
18542,20100319,9425500,-0.006692,-0.006887,-0.007943,-0.005087
18542,20100322,7512900,0.009769,0.005857,0.00629,0.005095
18542,20100323,14316700,0.041034,0.007664,0.00846,0.007171
18542,20100324,11448100,-0.005608,-0.006609,-0.005124,-0.005493
18542,20100325,11363100,0.001289,-0.002439,-0.003449,-0.001704
18542,20100326,7887300,0.004828,0.000649,0.00086,0.000738
18542,20100329,6986500,0.016656,0.006782,0.005706,0.005683
18542,20100330,6183600,-0.005041,0.000456,0.001622,0.000043
18542,20100331,6661300,-0.004908,-0.002771,-0.002941,-0.003273
18542,20100401,7830400,0.018138,0.008643,0.006961,0.007414
18542,20100405,6696100,0.015627,0.009537,0.013157,0.007928
18542,20100406,6389000,0.004616,0.002104,0.005226,0.001684
18542,20100407,6973000,-0.012559,-0.005357,-0.000953,-0.005877
18542,20100408,5418000,0.000155,0.002841,0.002693,0.003374
18542,20100409,6023200,0.012252,0.006695,0.005845,0.006684
18542,20100412,11837400,0.022369,0.001783,0.00388,0.001767
18542,20100413,7001600,-0.008092,0.000735,0.001568,0.000685
18542,20100414,5497800,0.016468,0.012321,0.014968,0.01115
18542,20100415,7129600,0.013971,0.000094,0.002761,0.000843
18542,20100416,10386000,-0.019642,-0.016102,-0.010972,-0.016127
18542,20100419,7969500,0.001645,0.002259,-0.002911,0.004521
18542,20100420,7695300,0.007613,0.0098,0.011963,0.008058
18542,20100421,6359400,0.003704,-0.000545,0.00292,-0.001019
18542,20100422,8722100,0.002657,0.003579,0.00755,0.002264
18542,20100423,9046400,0.018812,0.00744,0.010052,0.007124
18542,20100426,20134300,0.041727,-0.003209,0.002661,-0.004296
18542,20100427,14324300,-0.043545,-0.023834,-0.018843,-0.023382
18542,20100428,8233000,0.006421,0.005231,0.001557,0.006463
18542,20100429,7917400,0.025808,0.013618,0.013165,0.012943
18542,20100430,9429000,-0.037597,-0.016824,-0.015029,-0.016648
18542,20100503,7886400,0.02717,0.012861,0.01135,0.013121
18542,20100504,12562000,-0.046325,-0.025346,-0.023943,-0.023838
18542,20100505,11422900,-0.011094,-0.009192,-0.0136,-0.006561
18542,20100506,19370700,-0.037295,-0.032544,-0.033685,-0.032378
18542,20100507,15725800,-0.022047,-0.015837,-0.016989,-0.015308
18542,20100510,11859200,0.073913,0.044894,0.042804,0.043974
18542,20100511,7482200,-0.009297,-0.000931,0.004202,-0.003397
18542,20100512,7793100,0.031482,0.016244,0.019124,0.01374
18542,20100513,6531300,-0.018195,-0.010841,-0.004875,-0.012145
